graph_name,parent_name,source,pickle_path,opt_sum,n,m,density,planar,bipartite,radius,diameter,node_connectivity,degree_min,degree_max,degree_p25,degree_p50,degree_p75,closeness_centrality_min,closeness_centrality_max,closeness_centrality_p25,closeness_centrality_p50,closeness_centrality_p75,betweenness_centrality_min,betweenness_centrality_max,betweenness_centrality_p25,betweenness_centrality_p50,betweenness_centrality_p75,degree_centrality_min,degree_centrality_max,degree_centrality_p25,degree_centrality_p50,degree_centrality_p75,clustering_min,clustering_max,clustering_p25,clustering_p50,clustering_p75,transitivity,katz_centrality_min,katz_centrality_max,katz_centrality_p25,katz_centrality_p50,katz_centrality_p75,pagerank_min,pagerank_max,pagerank_p25,pagerank_p50,pagerank_p75,treewidth_min_fill_in,treewidth_min_degree,LB
random-1430-400-840.al_75,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_75.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_76,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_76.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_77,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_77.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_78,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_78.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_79,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_79.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_80,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_80.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_81,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_81.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_82,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_82.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_83,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_83.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_84,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_84.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_85,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_85.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_86,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_86.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_87,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_87.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_88,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_88.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_89,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_89.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_90,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_90.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_91,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_91.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_92,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_92.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_93,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_93.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_94,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_94.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_95,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_95.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_96,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_96.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_97,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_97.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_98,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_98.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_99,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_99.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_100,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_100.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_101,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_101.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_102,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_102.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_103,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_103.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_104,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_104.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_105,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_105.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_106,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_106.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_107,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_107.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_108,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_108.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_109,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_109.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_110,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_110.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random-1430-400-840.al_111,random-1430-400-840.al,FASP-benchmarks,pickles/random-1430-400-840.al_111.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomoriented-0456-160-496.al_0,randomoriented-0456-160-496.al,FASP-benchmarks,pickles/randomoriented-0456-160-496.al_0.pickle,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomoriented-0456-160-496.al_1,randomoriented-0456-160-496.al,FASP-benchmarks,pickles/randomoriented-0456-160-496.al_1.pickle,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomoriented-0456-160-496.al_2,randomoriented-0456-160-496.al,FASP-benchmarks,pickles/randomoriented-0456-160-496.al_2.pickle,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomoriented-0456-160-496.al_3,randomoriented-0456-160-496.al,FASP-benchmarks,pickles/randomoriented-0456-160-496.al_3.pickle,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomoriented-0456-160-496.al_4,randomoriented-0456-160-496.al,FASP-benchmarks,pickles/randomoriented-0456-160-496.al_4.pickle,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomoriented-0456-160-496.al_5,randomoriented-0456-160-496.al,FASP-benchmarks,pickles/randomoriented-0456-160-496.al_5.pickle,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomoriented-0456-160-496.al_6,randomoriented-0456-160-496.al,FASP-benchmarks,pickles/randomoriented-0456-160-496.al_6.pickle,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomoriented-0456-160-496.al_7,randomoriented-0456-160-496.al,FASP-benchmarks,pickles/randomoriented-0456-160-496.al_7.pickle,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomoriented-0456-160-496.al_8,randomoriented-0456-160-496.al,FASP-benchmarks,pickles/randomoriented-0456-160-496.al_8.pickle,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomoriented-0456-160-496.al_9,randomoriented-0456-160-496.al,FASP-benchmarks,pickles/randomoriented-0456-160-496.al_9.pickle,52.0,147,462,0.021526418786692758,False,False,6,10,1,2,17,5.0,6.0,7.0,0.15732758620689655,0.3086680761099366,0.21407624633431085,0.23778501628664495,0.2570430502475025,0.0017171649009154915,0.10667924664609955,0.009922689626206488,0.01747646755791007,0.031343544457992076,0.0136986301369863,0.11643835616438356,0.03424657534246575,0.0410958904109589,0.04794520547945205,0.0,0.1,0.0,0.0,0.023809523809523808,0.015441176470588236,0.0619763366047925,0.12607986980368027,0.07128949969447805,0.0800422027208302,0.08889677344590788,0.0014508948728181282,0.018893273685420195,0.003971102405090416,0.0063609989812766,0.009093314020653113,53,54,13
triangulation-0304-310-924.al_0,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_0.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_1,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_1.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_2,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_2.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_3,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_3.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_4,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_4.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_5,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_5.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_6,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_6.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_7,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_7.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_8,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_8.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_9,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_9.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_10,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_10.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_11,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_11.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_12,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_12.pickle,102.0,285,803,0.00992092908327156,True,False,15,30,1,3,10,5.0,6.0,6.0,0.06248624862486249,0.12741139524450426,0.09070584477802619,0.09810017271157168,0.1049519586104952,7.257917350984589e-06,0.1487904329684515,0.01014205523320492,0.02394614259677964,0.0502719685804147,0.01056338028169014,0.035211267605633804,0.017605633802816902,0.02112676056338028,0.02112676056338028,0.1,0.5,0.16666666666666666,0.2,0.25,0.19163223140495866,0.04739447653297355,0.08215646578381998,0.053687989928836534,0.05883470815819196,0.0642531150769498,0.0006402186639118185,0.012951944908692305,0.0016148385022693966,0.0029071459583285757,0.0047173686633049374,28,32,18
triangulation-0304-310-924.al_13,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_13.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_14,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_14.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_15,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_15.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_16,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_16.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_17,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_17.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_18,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_18.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_19,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_19.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_20,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_20.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_21,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_21.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_22,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_22.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_23,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_23.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_24,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_24.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangulation-0304-310-924.al_25,triangulation-0304-310-924.al,FASP-benchmarks,pickles/triangulation-0304-310-924.al_25.pickle,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_0,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_0.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_1,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_1.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_2,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_2.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_3,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_3.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_4,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_4.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_5,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_5.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_6,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_6.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_7,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_7.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_8,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_8.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_9,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_9.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_10,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_10.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_11,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_11.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_12,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_12.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_13,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_13.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_14,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_14.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_15,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_15.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_16,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_16.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_17,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_17.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_18,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_18.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_19,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_19.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_20,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_20.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_21,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_21.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_22,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_22.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_23,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_23.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_24,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_24.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_25,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_25.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_26,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_26.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_27,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_27.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_28,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_28.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_29,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_29.pickle,20.0,137,272,0.014598540145985401,False,False,9,18,1,2,12,3.0,4.0,5.0,0.08935611038107753,0.21900161030595813,0.13934426229508196,0.15722543352601157,0.18181818181818182,0.0008823529411764705,0.19553150129947508,0.016240317114500122,0.030726731813333113,0.05833839091192032,0.014705882352941176,0.08823529411764705,0.022058823529411763,0.029411764705882353,0.03676470588235294,0.0,0.1,0.0,0.0,0.0,0.006756756756756757,0.07558049784496935,0.11206140983003193,0.07655246216535895,0.08430696468340661,0.09080900308427271,0.0016099685329598133,0.02082469403687528,0.003762374795083988,0.005831184385989472,0.009492147600690582,26,29,6
randomlarge-0102-200-400.al_30,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_30.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_31,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_31.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_32,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_32.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_33,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_33.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_34,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_34.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_35,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_35.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_36,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_36.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_37,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_37.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_38,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_38.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_39,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_39.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0102-200-400.al_40,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_40.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
