graph_name,parent_name,source,pickle_path,opt_sum,n,m,density,planar,bipartite,radius,diameter,node_connectivity,degree_min,degree_max,degree_p25,degree_p50,degree_p75,closeness_centrality_min,closeness_centrality_max,closeness_centrality_p25,closeness_centrality_p50,closeness_centrality_p75,betweenness_centrality_min,betweenness_centrality_max,betweenness_centrality_p25,betweenness_centrality_p50,betweenness_centrality_p75,degree_centrality_min,degree_centrality_max,degree_centrality_p25,degree_centrality_p50,degree_centrality_p75,clustering_min,clustering_max,clustering_p25,clustering_p50,clustering_p75,transitivity,katz_centrality_min,katz_centrality_max,katz_centrality_p25,katz_centrality_p50,katz_centrality_p75,pagerank_min,pagerank_max,pagerank_p25,pagerank_p50,pagerank_p75,treewidth_min_fill_in,treewidth_min_degree,LB,remove_edges_dfs_sol,remove_edges_dfs_time,remove_edges_pagerank_scc_iteratively_sol,remove_edges_pagerank_scc_iteratively_time,remove_edges_trueskill_scc_iterativela_sol,remove_edges_trueskill_scc_iterativela_time,remove_edges_pagerank_BF_iterately_forward_sol,remove_edges_pagerank_BF_iterately_forward_time,remove_edges_trueskill_BF_iterately_forward_sol,remove_edges_trueskill_BF_iterately_forward_time,remove_edges_pagerank_BF_iterately_noforward_sol,remove_edges_pagerank_BF_iterately_noforward_time,remove_edges_trueskill_BF_iterately_noforward_sol,remove_edges_trueskill_BF_iterately_noforward_time,remove_edges_pagerank_voting_sol,remove_edges_pagerank_voting_time,remove_edges_trueskill_voting_sol,remove_edges_trueskill_voting_time,diverses_sol,diverses_time,UB,gap,rel_gap
randomlarge-0102-200-400.al_13,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_13.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_14,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_14.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_15,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_15.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_16,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_16.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_17,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_17.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_18,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_18.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_19,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_19.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_20,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_20.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_21,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_21.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_22,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_22.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_23,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_23.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_24,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_24.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_25,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_25.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_26,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_26.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_27,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_27.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_28,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_28.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_29,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_29.pickle,20.0,137.0,272.0,0.0145985401459854,False,False,9.0,18.0,1.0,2.0,12.0,3.0,4.0,5.0,0.0893561103810775,0.2190016103059581,0.1393442622950819,0.1572254335260115,0.1818181818181818,0.0008823529411764,0.195531501299475,0.0162403171145001,0.0307267318133331,0.0583383909119203,0.0147058823529411,0.088235294117647,0.0220588235294117,0.0294117647058823,0.0367647058823529,0.0,0.1,0.0,0.0,0.0,0.0067567567567567,0.0755804978449693,0.1120614098300319,0.0765524621653589,0.0843069646834066,0.0908090030842727,0.0016099685329598,0.0208246940368752,0.0037623747950839,0.0058311843859894,0.0094921476006905,26.0,29.0,6.0,55,0.0049998760223388,46,1.229351043701172,29,4.914441823959351,42,1.4440021514892578,40,4.772627592086792,86,1.2086327075958252,46,4.808796167373657,47,1.6695778369903564,25,4.787410259246826,20.0,10.188452005386353,20.0,14.0,1.0769230769230769
randomlarge-0102-200-400.al_30,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_30.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_31,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_31.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_32,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_32.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_33,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_33.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_34,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_34.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_35,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_35.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_36,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_36.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_37,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_37.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_38,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_38.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_39,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_39.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_40,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_40.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_41,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_41.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_42,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_42.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_43,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_43.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_44,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_44.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_45,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_45.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_46,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_46.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_47,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_47.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_48,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_48.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_49,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_49.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_50,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_50.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_51,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_51.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_52,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_52.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_53,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_53.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_54,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_54.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_55,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_55.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_56,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_56.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_57,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_57.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_58,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_58.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_59,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_59.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_60,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_60.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_61,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_61.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_62,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_62.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0102-200-400.al_63,randomlarge-0102-200-400.al,FASP-benchmarks,pickles/randomlarge-0102-200-400.al_63.pickle,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_0,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_0.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_1,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_1.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_2,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_2.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_3,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_3.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_4,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_4.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_5,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_5.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_6,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_6.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_7,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_7.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_8,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_8.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_9,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_9.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_10,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_10.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_11,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_11.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_12,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_12.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_13,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_13.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_14,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_14.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_15,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_15.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_16,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_16.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
randomlarge-0126-250-450.al_17,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_17.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,
